height,diameterX,diameterY
-2248.0,6305.0,6521.0
-3273.0,5194.0,5184.0
-2494.0,5903.0,6034.0
-3332.0,5137.0,5010.0
-2752.0,5582.0,5561.0
-3797.0,4617.0,5159.0
-1045.0,295.0,157.0
-293.0,346.0,134.0
-2399.0,4650.0,4511.0
-1883.0,6192.0,6189.0
-3362.0,5127.0,5135.0
-4118.0,4450.0,4649.0
-3257.0,5229.0,5247.0
-3964.0,4152.0,4155.0
-2793.0,5600.0,5519.0
-2741.0,3891.0,3733.0
-1387.0,4400.0,4264.0
-3661.0,4995.0,5307.0
-848.0,382.0,264.0
-3893.0,4622.0,4972.0
-3783.0,4823.0,4971.0
-4562.0,4328.0,4453.0
-670.0,INVALID,INVALID
