height,diameterX,diameterY
-1583.0,7878.0,7895.0
-1729.0,7636.0,7514.0
-1771.0,7382.0,7347.0
-1747.0,7274.0,7280.0
-1626.0,7704.0,7669.0
-1670.0,7707.0,7658.0
-1528.0,8011.0,7941.0
-1771.0,7380.0,7372.0
-1778.0,7423.0,7434.0
-1527.0,8119.0,8011.0
-1424.0,8495.0,8370.0
-2420.0,5847.0,5861.0
-3470.0,4742.0,4742.0
-2274.0,6328.0,6287.0
-3448.0,4635.0,4601.0
-539.0,INVAILD,INVALID
-539.0,INVAILD,INVALID
-3878.0,4533.0,4336.0
-2577.0,5848.0,5631.0
-2663.0,5721.0,5607.0
-1890.0,6997.0,7002.0
-1490.0,7839.0,7913.0
-1642.0,7168.0,7332.0
-1590.0,7559.0,7542.0
-1547.0,7535.0,7564.0
-1567.0,7841.0,7677.0
-1806.0,7117.0,6994.0
-1737.0,7227.0,7025.0
-1591.0,7689.0,7484.0
-1697.0,7443.0,7239.0
-1625.0,7671.0,7526.0
-1809.0,7055.0,6959.0
-1637.0,7666.0,7475.0
-1580.0,7699.0,7633.0
-1667.0,7428.0,7443.0
-1628.0,7670.0,7633.0
-1592.0,7674.0,7701.0
-1539.0,7768.0,7677.0
-1553.0,7666.0,7562.0
-1827.0,7047.0,6996.0
-1664.0,7356.0,7353.0
-1544.0,7807.0,7731.0
-1547.0,7760.0,7632.0
-1793.0,6907.0,6759.0
-1730.0,7087.0,7093.0
-1715.0,7391.0,7585.0
-2297.0,6205.0,6151.0
-1794.0,7169.0,7166.0
-3441.0,4512.0,4591.0
-3926.0,4390.0,4486.0
-2692.0,4112.0,4253.0
-2603.0,4025.0,4168.0
-3295.0,4072.0,4417.0
-2894.0,5389.0,5487.0
-825.0,INVAILD,INVALID
-605.0,INVAILD,INVALID
